"지진ID","지진번호","구분","구분명","전송시각","진원시","위도 (단위:`N)","경도 (단위:`E)","규모 (리히터 기준)","진앙지","진앙지2","참고사항","수정사항","표출여부","확인시간","이벤트 파형 파일명","등록일자","지진번호(기상청)","발표차수(기상청)","내륙해역구분","남북한구분","진도분류","시도별 진도등급","행정구역별 진도등급 URL","격자별 진도등급 URL","진도 MAP 이미지 URL","진앙지도 이미지URL","행정구역별 진도등급 XML 파일명","격자별 진도등급 XML 파일명","진도 MAP 이미지명","진앙지도 이미지명","깊이 (단위:KM)"
"201900000311","","3","국외지진","20190405190908","20190405185700","30.5","139.5","5.9","일본 시즈오카현(혼슈) 시즈오카 남남동쪽 508km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2019-04-05 19:10:06.0","2019003091","1","","","","","","","","","","","","","420"
"201900000307","","3","국외지진","20190404111424","20190404105655","22.97","120.88","5.2","대만 타이둥 북서쪽 37km 지역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2019-04-04 11:15:06.0","2019003022","1","","","","","","","","","","","","","10"
"201900000303","","3","국외지진","20190403110439","20190403105255","22.95","120.85","5.6","대만 타이둥 서북서쪽 38km 지역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2019-04-03 11:05:06.0","2019002962","1","","","","","","","","","","","","","10"
"201900000291","","3","국외지진","20190330204827","20190330202044","-5.67","151.09","6.1","파푸아뉴기니 킴베 동쪽 105km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2019-03-30 20:49:06.0","2019002832","1","","","","","","","","","","","","","57"
"201900000285","","1","지진정보","20190328162558","20190328162156","33.62","126.94","2.2","제주 제주시 동북동쪽 40km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2019-03-28 16:26:06.0","2019002713","1","","","","","","","","","","","","","16"
"201900000270","","3","국외지진","20190324050852","20190324042116","4.56","-76.28","6.1","콜롬비아 보고타 서쪽 246km 지역","","- 국내영향없음.  - 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2019-03-24 05:09:06.0","2019002485","1","","","","","","","","","","","","","113"
"201900000262","","1","지진정보","20190321072310","20190321071335","37.56","125.2","2.7","북한 황해남도 옹진 남남서쪽 43km 해역","","자연지진으로 분석됨","","Y","","","2019-03-21 07:24:06.0","2019002375","1","","","","","","","","","","","","","6"
"201900000260","","1","지진정보","20190321053723","20190321044105","41.31","129.08","2.8","북한 함경북도 길주 북북서쪽 45km 지역","","자연지진이며, 유발지진으로 추정됨. 6차 북핵위치로부터 북쪽으로 1km 지역. 한국지질자원연구원과 공동으로 분석한 결과임.","","Y","","","2019-03-21 05:38:06.0","2019002374","1","","","","","","","","","","","","","10"
"201900000248","","1","지진정보","20190319054218","20190319053106","38.01","126","2.2","북한 황해남도 해주 동쪽 25km 지역","","자연지진으로 분석됨","","Y","","","2019-03-19 05:43:06.0","2019002222","1","","","","","","","","","","","","","11"
"201900000244","","1","지진정보","20190317193213","20190317192800","36.34","127.87","2.3","충북 옥천군 동쪽 27km 지역","","지진피해 없을 것으로 예상됨","","Y","","","2019-03-17 19:33:06.0","2019002186","1","","","","","","","","","","","","","13"
"201900000237","","3","국외지진","20190315151954","20190315140350","-17.86","-65.89","6.3","볼리비아 클리자 남쪽 28km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2019-03-15 15:20:06.0","2019002122","1","","","","","","","","","","","","","358"
"201900000230","","1","지진정보","20190313122303","20190313122020","33.63","126.93","2.4","제주 제주시 동북동쪽 40km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2019-03-13 12:24:06.0","2019002058","1","","","","","","","","","","","","","13"
"201900000228","","3","국외지진","20190313053255","20190313051900","24.97","121.87","5.1","대만 타이베이 동남동쪽 33km 지역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2019-03-13 05:33:06.0","2019002045","1","","","","","","","","","","","","","133"
"201900000220","","1","지진정보","20190311043037","20190311042700","33.47","126.4","2.4","제주 제주시 서남서쪽 13km 지역","","지진피해 없을 것으로 예상됨","","Y","","","2019-03-11 04:31:06.0","2019001974","1","","","","","","","","","","","","","15"
"201900000218","","3","국외지진","20190311021806","20190311021100","36.8","142.5","5.9","일본 이바라키현(혼슈) 미토 동북동쪽 188km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2019-03-11 02:19:06.0","2019001968","1","","","","","","","","","","","","","10"
"201900000214","","1","지진정보","20190309151015","20190309150645","36.82","128.73","2","경북 봉화군 남쪽 8km 지역","","지진피해 없을 것으로 예상됨","","Y","","","2019-03-09 15:11:06.0","2019001942","1","","","","","","","","","","","","","12"
"201900000196","","1","지진정보","20190303150810","20190303142557","39.63","127.12","2.5","북한 함경남도 금야 북서쪽 15km 지역","","자연지진으로 분석됨","","Y","","","2019-03-03 15:09:06.0","2019001727","1","","","","","","","","","","","","",""
"201900000190","","3","국외지진","20190301181611","20190301175041","-14.68","-70.13","7","페루 아장가로 북북동쪽 27km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2019-03-01 18:17:06.0","2019001667","1","","","","","","","","","","","","","257"
"201900000185","","1","지진정보","20190227212454","20190227212235","37.31","124.74","2.2","인천 옹진군 백령도 남쪽 72km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2019-02-27 21:25:06.0","2019001588","1","","","","","","","","","","","","","12"
"201900000177","","1","지진정보","20190225093350","20190225093034","36.77","129.03","2.9","경북 영양군 북북서쪽 14km 지역","","지진피해 없을 것으로 예상됨","","Y","","","2019-02-25 09:34:06.0","2019001496","1","","","","","","","","","","","","","10"
"201900000170","","3","국외지진","20190222193423","20190222191724","-2.3","-76.9","7.7","에콰도르 팔로라 동남동쪽 132km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2019-02-22 19:35:06.0","2019001436","1","","","","","","","","","","","","","152"
"201900000168","","3","국외지진","20190221212921","20190221212200","42.8","142","5.7","일본 홋카이도 삿포로 동남동쪽 60km 지역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2019-02-21 21:30:06.0","2019001403","1","","","","","","","","","","","","","30"
"201900000165","","1","지진정보","20190220221807","20190220221447","36.51","125.5","2.9","충남 태안군 서격렬비도 남남서쪽 12km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2019-02-20 22:19:06.0","2019001359","1","","","","","","","","","","","","","14"
"201900000156","","1","지진정보","20190218053657","20190218053310","36.72","128.41","2.4","경북 예천군 북북서쪽 8km 지역","","지진피해 없을 것으로 예상됨","","Y","","","2019-02-18 05:37:06.0","2019001277","1","","","","","","","","","","","","","19"
"201900000153","","3","국외지진","20190217235926","20190217233556","-3.39","152.11","6.4","파푸아뉴기니 나마타나이 북서쪽 47km 지역","","국내영향없음 위 자료는 미지질조사소(USGS) 분석결과임","","Y","","","2019-02-18 00:00:06.0","2019001256","1","","","","","","","","","","","","","368"
"201900000152","","1","지진정보","20190217222331","20190217221901","33.29","126.25","2.6","제주 서귀포시 서쪽 29km 지역","","","","Y","","","2019-02-17 22:24:06.0","2019001239","1","","","","","","","","","","","","","12"
"201900000140","","1","지진정보","20190213054906","20190213051613","38.9","125.86","2.7","북한 평양 남동쪽 17km 지역","","자연지진으로 분석됨","","Y","","","2019-02-13 05:50:06.0","2019001134","1","","","","","","","","","","","","","21"
"201900000132","","1","지진정보","20190210141504","20190210141238","36.16","129.85","2.5","경북 포항시 북구 동북동쪽 45km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2019-02-10 14:16:06.0","2019001041","1","","","","","","","","","","","","","21"
"201900000130","","1","지진정보","20190210125708","20190210125338","36.16","129.9","4.1","경북 포항시 북구 동북동쪽 50km 해역","","","","Y","","","2019-02-10 12:58:06.0","2019001035","1","","","","","","","","","","","","","21"
"201900000129","","5","지진속보","20190210125431","20190210125336","36.16","130","4","경북 포항시 북구 동북동쪽 58km 해역","","위 정보는 이동속도가 빠른 지진파(P파)만을 이용하여 자동 추정한 정보임. 수동으로 분석한 정보는 지진정보로 추가 발표할 예정임","","Y","","","2019-02-10 12:55:06.0","2019001035","1","","","","","","","","","","","","","8"
"201900000103","","3","국외지진","20190202014030","20190202011413","14.76","-92.3","6.6","멕시코 치아파스 타파출라 남쪽 16km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2019-02-02 01:41:06.0","2019000825","1","","","","","","","","","","","","","68"
"201900000100","","1","지진정보","20190131200027","20190131195745","36.53","129.66","2.2","경북 영덕군 동북동쪽 29km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2019-01-31 20:01:07.0","2019000803","1","","","","","","","","","","","","","19"
"201900000096","","3","국외지진","20190130142957","20190130142135","23.73","122.4","5.7","대만 화롄 동남동쪽 90km 해역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2019-01-30 14:30:06.0","2019000774","1","","","","","","","","","","","","","38"
"201900000084","","3","국외지진","20190126173034","20190126172300","40.3","142.4","5.7","일본 이와테현(혼슈) 모리오카 동북동쪽 125km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2019-01-26 17:31:07.0","2019000661","1","","","","","","","","","","","","","30"
"201900000064","","3","국외지진","20190118215405","20190118214600","35.9","140.5","5.3","일본 지바현(혼슈) 지바 북동쪽 48km 지역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2019-01-18 21:55:06.0","2019000420","1","","","","","","","","","","","","","50"
"201900000059","","1","지진정보","20190117213801","20190117213402","33.94","127.62","2.7","전남 여수시 거문도 동남동쪽 30km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2019-01-17 21:38:06.0","2019000390","1","","","","","","","","","","","","","17"
"201900000050","","1","지진정보","20190113211300","20190113210920","37.02","127.93","2","충북 충주시 북쪽 3km 지역","","지진피해 없을 것으로 예상됨","","Y","","","2019-01-13 21:13:06.0","2019000290","1","","","","","","","","","","","","","17"
"201900000038","","1","지진정보","20190110053439","20190110053105","35.79","129.2","2.5","경북 경주시 남남서쪽 5km 지역","","","","Y","","","2019-01-10 05:35:06.0","2019000199","1","","","","","","","","","","","","","17"
"201900000032","","1","지진정보","20190109031435","20190109031023","37.37","124.23","3.7","인천 옹진군 백령도 남남서쪽 76km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2019-01-09 03:15:06.0","2019000159","1","","","","","","","","","","","","","18"
"201900000030","","3","국외지진","20190108214902","20190108213900","30.6","131.3","5.9","일본 가고시마현(규슈) 가고시마 남남동쪽 131km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2019-01-08 21:50:06.0","2019000157","1","","","","","","","","","","","","","30"
"201900000024","","3","국외지진","20190107024050","20190107022722","2.2","126.7","7","인도네시아 토벨로 서북서쪽 154km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2019-01-07 02:41:07.0","2019000109","1","","","","","","","","","","","","","10"
"201900000020","","3","국외지진","20190106081420","20190106075400","26.5","144.9","5.6","일본 지바현(혼슈) 지바 남남동쪽 1110km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2019-01-06 08:15:06.0","2019000094","1","","","","","","","","","","","","","10"
"201900000019","","3","국외지진","20190106045410","20190106042538","-8.14","-71.57","6.8","브라질 타라우아카 서쪽 89km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2019-01-06 04:55:06.0","2019000092","1","","","","","","","","","","","","","575"
"201900000012","","3","국외지진","20190103181945","20190103181000","33","130.6","5","일본 구마모토현(규슈) 구마모토 북북서쪽 24km 지역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2019-01-03 18:20:06.0","2019000050","1","","","","","","","","","","","","","10"
"201900000009","","1","지진정보","20190102131720","20190102131227","36.77","128.31","2.2","경북 문경시 북북동쪽 23km 지역","","지진피해 없을 것으로 예상됨","","Y","","","2019-01-02 13:18:06.0","2019000030","1","","","","","","","","","","","","","5"
"201900000007","","1","지진정보","20190102085124","20190102072029","41.3","129.21","2.8","북한 함경북도 길주 북북서쪽 40km 지역","","자연지진이며, 유발지진으로 추정됨. 6차 북핵위치로부터 동쪽으로 약 11km 지역. 한국지질자원연구원과 공동으로 분석한 결과임.","","Y","","","2019-01-02 08:52:06.0","2019000027","1","","","","","","","","","","","","","12"
"201900000003","","1","지진정보","20190101065346","20190101064951","36.53","129.66","3.1","경북 영덕군 동북동쪽 29km 해역","","","","Y","","","2019-01-01 06:54:06.0","2018004384","1","","","","","","","","","","","","","19"
"201810000692","","3","국외지진","20181230041505","20181230040800","42.3","143.1","5.4","일본 홋카이도 구시로 남서쪽 129km 지역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2018-12-30 04:16:06.0","2018004320","1","","","","","","","","","","","","","50"
"201810000690","","3","국외지진","20181229130229","20181229123912","5.8","126.9","7.2","필리핀 민다나오섬 디고스시티 남동쪽 203km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2018-12-29 13:03:06.0","2018004308","1","","","","","","","","","","","","","49"
"201810000668","","3","국외지진","20181222235017","20181222232502","-13.44","166.69","6","바누아투 솔라 서북서쪽 105km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2018-12-22 23:51:07.0","2018004242","1","","","","","","","","","","","","","48"
"201810000664","","1","지진정보","20181221161015","20181221160612","35.76","127.95","2.7","경남 거창군 북북동쪽 9km 지역","","","","Y","","","2018-12-21 16:11:06.0","2018004229","1","","","","","","","","","","","","","12"
"201810000661","","3","국외지진","20181221022724","20181221020154","55.11","164.71","7.4","러시아 클류치 남동쪽 278km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2018-12-21 02:28:06.0","2018004214","1","","","","","","","","","","","","","10"
"201810000659","","1","지진정보","20181220132631","20181220132324","35.88","129.69","2","경북 포항시 남구 동남동쪽 33km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2018-12-20 13:27:07.0","2018004207","1","","","","","","","","","","","","","21"
"201810000648","","1","지진정보","20181217021945","20181217021627","36.53","129.65","2.2","경북 영덕군 동북동쪽 28km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2018-12-17 02:20:06.0","2018004150","1","","","","","","","","","","","","","20"
"201810000645","","3","국외지진","20181216190852","20181216184237","-3.9","140.28","6.1","인도네시아 아베푸라 남남서쪽 144km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2018-12-16 19:09:06.0","2018004148","1","","","","","","","","","","","","","61"
"201810000642","","3","국외지진","20181216063122","20181216062105","23.74","121.9","5.6","대만 화롄 동남동쪽 43km 해역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2018-12-16 06:32:06.0","2018004142","1","","","","","","","","","","","","","30"
"201810000639","","3","국외지진","20181215011630","20181215010300","26.7","141.2","5.9","일본 시즈오카현(혼슈) 시즈오카 남남동쪽 959km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2018-12-15 01:17:06.0","2018004129","1","","","","","","","","","","","","","480"
"201810000629","","1","지진정보","20181212034647","20181212034304","35.72","126.78","2.3","전북 부안군 동남동쪽 4km 지역","","지진피해 없을 것으로 예상됨","","Y","","","2018-12-12 03:47:06.0","2018004073","1","","","","","","","","","","","","",""
"201810000626","","3","국외지진","20181211115247","20181211112632","-58.6","-26.47","7.1","남 샌드위치 아일랜드 브리스톨섬 북쪽 48km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2018-12-11 11:53:06.0","2018004066","1","","","","","","","","","","","","","165"
"201810000621","","1","지진정보","20181209140919","20181209140618","35.86","129.69","2.2","경북 포항시 남구 동남동쪽 34km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2018-12-09 14:10:06.0","2018004036","1","","","","","","","","","","","","","19"
"201810000616","","1","지진정보","20181208042008","20181208041641","36.31","128.25","2.4","경북 구미시 북북서쪽 23km 지역","","지진피해 없을 것으로 예상됨","","Y","","","2018-12-08 04:21:06.0","2018004026","1","","","","","","","","","","","","","17"
"201810000609","","3","국외지진","20181205134545","20181205131808","-21.97","169.45","7.5","뉴칼레도니아 누메아 동쪽 311km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2018-12-05 13:46:06.0","2018003990","1","","","","","","","","","","","","","10"
"201810000608","","1","지진정보","20181205083141","20181205082820","36.45","129.62","2.5","경북 영덕군 동쪽 23km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2018-12-05 08:32:06.0","2018003973","1","","","","","","","","","","","","","17"
"201810000606","","1","지진정보","20181205080415","20181205080108","36.45","129.62","2.1","경북 영덕군 동쪽 23km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2018-12-05 08:05:06.0","2018003968","1","","","","","","","","","","","","","17"
"201810000512","","1","지진정보","20181105122351","20181105120715","37.85","124.87","3.1","북한 황해남도 옹진군 남서쪽 44km 해역","","자연지진으로 분석됨 백령도에 지진동이 감지됨","","Y","","","2018-11-05 12:24:06.0","2018003527","1","","","","","","","","","","","","","15"
"201810000511","","1","지진정보","20181105121749","20181105120155","37.8","124.9","3.2","북한 황해남도 옹진군 남서쪽 43km 해역","","자연지진으로 분석됨 백령도에 지진동이 감지됨","","Y","","","2018-11-05 12:18:06.0","2018003521","1","","","","","","","","","","","","",""
"201810000507","","3","국외지진","20181104173954","20181104165529","7.81","123.87","6","필리핀 민다나오섬 파가디안 동쪽 48km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2018-11-04 17:40:07.0","2018003505","1","","","","","","","","","","","","","598"
"201810000506","","1","지진정보","20181104170832","20181104170444","36.08","128.25","2.5","경북 김천시 동남동쪽 14km 지역","","지진피해 없을 것으로 예상됨","","Y","","","2018-11-04 17:09:06.0","2018003503","1","","","","","","","","","","","","","15"
"201810000497","","3","국외지진","20181102074508","20181102071951","-19.66","-69.54","6.2","칠레 이키케 북동쪽 88km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2018-11-02 07:46:06.0","2018003441","1","","","","","","","","","","","","","98"
"201810000489","","3","국외지진","20181030114352","20181030111339","-39.05","174.98","6.1","뉴질랜드 뉴플리머스 서쪽 77km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2018-10-30 11:44:06.0","2018003385","1","","","","","","","","","","","","","227"
"201810000478","","3","국외지진","20181026034334","20181026033600","38.2","142","5.7","일본 미야기현(혼슈) 센다이 동쪽 99km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2018-10-26 03:44:06.0","2018003337","1","","","","","","","","","","","","","40"
"201810000475","","1","지진정보","20181025055814","20181025055346","35.76","129.19","2.3","경북 경주시 남남서쪽 9km 지역","","","","Y","","","2018-10-25 05:59:06.0","2018003322","1","","","","","","","","","","","","","16"
"201810000472","","1","지진정보","20181024152705","20181024151421","38.04","125.37","2.2","북한 황해남도 옹진 북쪽 12km 지역","","자연지진으로 분석됨","","Y","","","2018-10-24 15:28:06.0","2018003318","1","","","","","","","","","","","","","7"
"201810000470","","3","국외지진","20181024011601","20181024010404","24","122.66","5.7","대만 화롄 동쪽 113km 해역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2018-10-24 01:16:06.0","2018003298","1","","","","","","","","","","","","","29"
"201810000468","","3","국외지진","20181023135000","20181023133458","24","122.64","6","대만 화롄 동쪽 111km 해역","","국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.","","Y","","","2018-10-23 13:50:06.0","2018003286","1","","","","","","","","","","","","","31"
"201810000465","","1","지진정보","20181022121347","20181022120926","35.61","124.94","2.1","전북 군산시 어청도 서남서쪽 109km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2018-10-22 12:14:06.0","2018003258","1","","","","","","","","","","","","","11"
"201810000456","","1","지진정보","20181020012651","20181020012240","37.26","129.96","2.6","경북 울진군 동북동쪽 58km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2018-10-20 01:27:06.0","2018003220","1","","","","","","","","","","","","",""
"201810000448","","1","지진정보","20181017031813","20181017031444","36.16","127.3","2","충남 논산시 동쪽 18km 지역","","지진피해 없을 것으로 예상됨","","Y","","","2018-10-17 03:19:06.0","2018003177","1","","","","","","","","","","","","","14"
"201810000433","","1","지진정보","20181014145012","20181014144603","37.49","124.58","2.4","인천 옹진군 백령도 남쪽 52km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2018-10-14 14:51:06.0","2018003131","1","","","","","","","","","","","","",""
"201810000427","","1","지진정보","20181012170445","20181012164300","38.67","127.18","2.3","북한 강원 평강 북북서쪽 30km 지역","","자연지진으로 분석됨.","","Y","","","2018-10-12 17:05:06.0","2018003104","1","","","","","","","","","","","","","13"
"201810000426","","3","국외지진","20181012132320","20181012131500","35.7","140.7","5.3","일본 지바현(혼슈) 지바 동쪽 55km 지역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2018-10-12 13:24:07.0","2018003102","1","","","","","","","","","","","","","50"
"201810000421","","3","국외지진","20181011072252","20181011070034","-4.96","151.68","6.3","파푸아뉴기니 코코포 남서쪽 93km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2018-10-11 07:23:06.0","2018003071","1","","","","","","","","","","","","","124"
"201810000420","","3","국외지진","20181011060228","20181011054822","-5.9","151.4","7.3","파푸아뉴기니 킴베 동남동쪽 145km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2018-10-11 06:03:06.0","2018003070","1","","","","","","","","","","","","","33"
"201810000412","","3","국외지진","20181007102219","20181007101400","35","137.6","5.1","일본 아이치현(혼슈) 나고야 동남동쪽 66km 지역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2018-10-07 10:23:06.0","2018003022","1","","","","","","","","","","","","","40"
"201810000407","","3","국외지진","20181005090608","20181005085800","42.6","142","5.3","일본 홋카이도 삿포로 남동쪽 74km 지역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2018-10-05 09:07:06.0","2018003011","1","","","","","","","","","","","","","30"
"201810000393","","3","국외지진","20180930180035","20180930175400","42.6","142","5","일본 홋카이도 삿포로 남동쪽 74km 지역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2018-09-30 18:01:06.0","2018002938","1","","","","","","","","","","","","","40"
"201810000388","","3","국외지진","20180928192952","20180928190243","-0.18","119.84","7.5","인도네시아 팔루 북쪽 78km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2018-09-28 19:30:07.0","2018002921","1","","","","","","","","","","","","","10"
"201810000385","","1","지진정보","20180927130654","20180927122432","38.74","125.7","2.4","북한 황해북도 송림 동쪽 6km 지역","","자연지진으로 분석됨","","Y","","","2018-09-27 13:07:06.0","2018002903","1","","","","","","","","","","","","",""
"201810000379","","1","지진정보","20180925041030","20180925040547","33.46","125.8","2.5","제주 제주시 서쪽 68km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2018-09-25 04:11:06.0","2018002888","1","","","","","","","","","","","","","16"
"201810000377","","1","지진정보","20180924180928","20180924173825","40.2","127.7","2.8","북한 함경남도 신흥 북동쪽 30km 지역","","자연지진으로 분석됨","","Y","","","2018-09-24 18:10:06.0","2018002882","1","","","","","","","","","","","","",""
"201810000372","","3","국외지진","20180922200924","20180922195800","26.7","129.7","5.5","일본 오키나와현 오키나와 동북동쪽 208km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2018-09-22 20:10:06.0","2018002865","1","","","","","","","","","","","","","10"
"201810000356","","1","지진정보","20180917105638","20180917105248","36.05","129.69","2.4","경북 포항시 북구 동쪽 29km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2018-09-17 10:57:06.0","2018002797","1","","","","","","","","","","","","","12"
"201810000349","","3","국외지진","20180916013546","20180916012400","26.6","129.6","5.8","일본 오키나와현 오키나와 동북동쪽 196km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2018-09-16 01:36:06.0","2018002788","1","","","","","","","","","","","","","10"
"201810000348","","1","지진정보","20180915214905","20180915214544","37.07","129.91","2.4","경북 울진군 동쪽 46km 해역","","지진피해 없을 것으로 예상됨","","Y","","","2018-09-15 21:50:06.0","2018002782","1","","","","","","","","","","","","",""
"201810000346","","3","국외지진","20180915171139","20180915170500","26.6","129.7","5.8","일본 오키나와현 오키나와 동북동쪽 206km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2018-09-15 17:12:06.0","2018002781","1","","","","","","","","","","","","","10"
"201810000345","","3","국외지진","20180915134708","20180915134000","26.7","129.7","5.5","일본 오키나와현 오키나와 동북동쪽 208km 해역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2018-09-15 13:48:06.0","2018002779","1","","","","","","","","","","","","","10"
"201810000341","","1","지진정보","20180914091144","20180914090813","36.78","128.36","2.2","경북 문경시 북동쪽 26km 지역","","지진피해 없을 것으로 예상됨","","Y","","","2018-09-14 09:12:06.0","2018002744","1","","","","","","","","","","","","","14"
"201810000327","","3","국외지진","20180909230106","20180909225500","42.8","142","5","일본 홋카이도 삿포로 동남동쪽 60km 지역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2018-09-09 23:02:06.0","2018002679","1","","","","","","","","","","","","","40"
"201810000323","","3","국외지진","20180908164318","20180908161649","7.24","126.46","6.1","필리핀 마티 북동쪽 42km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2018-09-08 16:44:06.0","2018002671","1","","","","","","","","","","","","","10"
"201810000320","","3","국외지진","20180907114936","20180907111204","-2.35","-78.9","6.2","에콰도르 알라우시 남남서쪽 17km 지역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2018-09-07 11:50:06.0","2018002653","1","","","","","","","","","","","","","94"
"201810000317","","3","국외지진","20180907010847","20180907004917","-18.4","179.5","8.1","피지 수바 동남동쪽 116km 해역","","국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.","","Y","","","2018-09-07 01:09:06.0","2018002650","1","","","","","","","","","","","","","669"
"201810000313","","3","국외지진","20180906062152","20180906061100","42.7","142","5.4","일본 홋카이도 삿포로 남동쪽 66km 지역","","- 국내영향없음. - 위 자료는 일본기상청(JMA) 분석결과임. - 9월 6일 03:08 발생한 규모 6.7 지진의 여진임","","Y","","","2018-09-06 06:22:06.0","2018002628","1","","","","","","","","","","","","","40"
"201810000312","","3","국외지진","20180906031657","20180906030800","42.7","142","6.7","일본 홋카이도 삿포로 남동쪽 66km 지역","","국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2018-09-06 03:17:06.0","2018002625","1","","","","","","","","","","","","","40"
"201810000309","","3","국외지진","20180905052609","20180905051100","36.5","141.4","5.6","일본 도쿄 북동쪽 178km 해역","","국내영향없음.  위 자료는 일본기상청(JMA) 분석결과임.","","Y","","","2018-09-05 05:27:06.0","2018002617","1","","","","","","","","","","","","","60"
